Article_len,Avg_Word_Len,CountOfNumbers,CountofExclamation,adjectives,WordCount,sent_neg,sent_neu,sent_pos,label
3294,4,15,0,31,572,0.088,0.812,0.1,FAKE
885,4,6,0,9,151,0.109,0.777,0.114,FAKE
1836,5,0,0,19,298,0.066,0.816,0.119,FAKE
1189,5,18,0,15,187,0.091,0.844,0.065,FAKE
3701,4,3,0,60,641,0.074,0.834,0.092,FAKE
2782,4,14,0,45,477,0.075,0.871,0.054,FAKE
3921,5,8,0,51,626,0.038,0.893,0.069,REAL
3509,5,16,0,48,573,0.056,0.872,0.072,REAL
4894,5,4,0,59,789,0.109,0.764,0.128,REAL
5012,5,22,0,101,817,0.12,0.832,0.048,FAKE
3737,5,16,0,60,618,0.046,0.853,0.102,REAL
4204,5,19,0,64,660,0.077,0.814,0.109,REAL
10599,5,108,1,126,1711,0.124,0.796,0.08,REAL
9977,4,42,2,141,1684,0.086,0.814,0.1,FAKE
6226,5,14,0,68,1028,0.095,0.843,0.061,FAKE
117,5,0,0,2,17,0.216,0.784,0,REAL
3886,5,57,1,51,608,0.089,0.835,0.075,FAKE
3327,5,4,0,37,553,0.162,0.788,0.049,REAL
7362,4,7,1,84,1238,0.094,0.816,0.091,REAL
5261,5,7,0,72,863,0.111,0.785,0.104,FAKE
6662,5,22,0,104,1065,0.065,0.855,0.08,REAL
6300,4,5,0,112,1050,0.123,0.778,0.099,REAL
1947,5,46,0,17,314,0.094,0.863,0.043,FAKE
6272,4,22,0,45,1053,0.073,0.859,0.067,REAL
404,5,4,0,3,67,0.029,0.919,0.052,FAKE
3167,4,8,3,47,528,0.081,0.861,0.059,FAKE
2759,4,6,0,25,475,0.083,0.837,0.08,FAKE
7998,5,25,0,112,1282,0.08,0.853,0.067,REAL
2285,5,22,0,30,344,0.135,0.82,0.045,FAKE
9155,4,63,2,117,1521,0.06,0.793,0.147,REAL
1165,5,2,0,17,187,0.052,0.925,0.022,FAKE
1600,5,10,0,23,262,0.005,0.89,0.105,FAKE
5960,5,28,0,77,943,0.063,0.845,0.092,FAKE
67,7,0,0,0,8,0.537,0.463,0,FAKE
4470,4,0,0,63,743,0.035,0.81,0.155,REAL
5775,4,27,0,72,989,0.032,0.848,0.12,REAL
1650,5,0,0,20,268,0.092,0.763,0.145,FAKE
6642,5,10,5,124,1047,0.148,0.769,0.082,FAKE
4795,5,2,0,66,770,0.091,0.823,0.086,REAL
671,4,9,0,13,115,0.067,0.832,0.102,FAKE
1039,4,0,2,11,189,0.081,0.815,0.104,FAKE
5835,5,10,0,97,919,0.119,0.799,0.082,REAL
5555,4,32,0,50,956,0.069,0.854,0.076,REAL
1930,4,7,0,16,324,0.019,0.831,0.15,FAKE
42,4,5,0,1,7,0,1,0,FAKE
4204,4,52,0,69,707,0.005,0.932,0.063,REAL
3684,5,20,0,36,555,0.065,0.819,0.116,REAL
983,4,9,0,15,167,0.15,0.716,0.134,FAKE
2439,5,8,1,34,396,0.073,0.867,0.06,FAKE
2560,5,3,0,35,392,0.128,0.786,0.086,REAL
1576,5,20,0,14,246,0.084,0.843,0.074,FAKE
2034,4,17,0,14,354,0.016,0.886,0.098,FAKE
2950,4,4,0,41,495,0.061,0.805,0.134,REAL
1449,5,22,0,11,232,0.183,0.734,0.083,FAKE
7660,5,55,4,111,1213,0.042,0.843,0.115,REAL
5742,5,52,0,102,929,0.074,0.848,0.078,REAL
1759,4,8,0,26,301,0.083,0.774,0.143,FAKE
6518,5,28,0,79,1038,0.044,0.884,0.072,FAKE
2562,5,0,0,41,416,0.074,0.758,0.168,REAL
3232,5,21,4,34,524,0.133,0.781,0.086,FAKE
5204,4,27,0,53,880,0.041,0.871,0.088,REAL
1495,5,7,0,20,238,0.134,0.73,0.136,FAKE
4309,5,25,0,72,714,0.119,0.815,0.066,FAKE
2500,5,0,2,42,412,0.056,0.883,0.062,FAKE
757,6,27,0,3,106,0.124,0.876,0,FAKE
346,4,0,0,4,59,0,0.885,0.115,REAL
6441,5,4,0,76,953,0.134,0.816,0.05,REAL
8194,4,55,1,93,1371,0.131,0.77,0.099,REAL
4502,5,24,0,76,726,0.032,0.864,0.105,REAL
1334,5,4,3,10,214,0.144,0.813,0.043,FAKE
6900,4,91,0,82,1184,0.145,0.762,0.093,FAKE
3705,5,23,0,50,593,0.126,0.785,0.089,REAL
2726,4,0,7,32,472,0.094,0.829,0.077,REAL
3283,4,30,0,41,554,0.03,0.87,0.1,REAL
782,4,8,3,14,141,0.157,0.702,0.141,FAKE
154,4,0,0,3,26,0,0.709,0.291,FAKE
7273,4,13,0,109,1217,0.063,0.804,0.133,REAL
3162,4,7,3,44,559,0.023,0.695,0.282,FAKE
2763,4,4,0,43,504,0.065,0.85,0.086,FAKE
4547,5,3,0,54,731,0.061,0.86,0.079,REAL
4459,5,36,0,61,708,0.039,0.807,0.154,FAKE
2677,5,23,0,35,401,0.137,0.82,0.044,FAKE
154,4,6,0,1,28,0,1,0,REAL
1363,5,5,2,25,217,0.045,0.86,0.095,FAKE
9939,5,10,0,156,1611,0.079,0.78,0.141,FAKE
203,5,0,0,4,30,0.173,0.681,0.147,FAKE
1368,4,7,0,22,229,0.034,0.85,0.116,FAKE
528,5,9,0,7,84,0.084,0.761,0.154,FAKE
3413,5,20,0,44,544,0.122,0.751,0.127,REAL
741,4,19,0,5,131,0.058,0.83,0.113,FAKE
117,5,0,0,2,17,0.216,0.784,0,REAL
6646,5,13,0,141,1015,0.102,0.805,0.093,FAKE
5139,5,0,0,60,819,0.041,0.904,0.055,FAKE
158,5,0,0,3,24,0,1,0,REAL
20322,4,212,0,229,3383,0.079,0.809,0.112,REAL
2796,4,8,0,37,533,0.097,0.803,0.1,FAKE
4037,5,14,0,59,666,0.107,0.814,0.079,REAL
6493,5,26,3,99,1001,0.096,0.8,0.104,FAKE
5807,5,28,0,104,930,0.063,0.818,0.119,REAL
5529,5,9,0,73,838,0.061,0.852,0.087,FAKE
3992,4,10,0,45,669,0.042,0.841,0.117,FAKE
101,4,0,0,1,18,0,1,0,REAL
8120,5,34,0,96,1320,0.019,0.899,0.082,REAL
6585,5,0,4,117,1079,0.142,0.743,0.115,REAL
7778,5,41,0,120,1283,0.091,0.798,0.111,FAKE
2235,5,29,0,24,360,0.174,0.746,0.08,FAKE
7110,4,212,0,76,1248,0.068,0.867,0.065,FAKE
19942,5,342,1,278,3187,0.053,0.863,0.084,REAL
158,5,0,0,3,24,0,1,0,REAL
5207,5,36,0,109,770,0.16,0.751,0.089,REAL
8289,5,33,0,96,1356,0.128,0.763,0.109,REAL
1747,5,7,0,18,276,0.094,0.82,0.086,FAKE
8187,5,25,0,98,1296,0.145,0.814,0.041,REAL
8872,5,18,0,108,1452,0.085,0.812,0.103,FAKE
1770,5,19,0,20,284,0.128,0.799,0.073,FAKE
5330,4,36,0,79,886,0.113,0.789,0.098,REAL
3569,4,12,3,44,606,0.121,0.7,0.179,FAKE
766,5,4,0,6,127,0.052,0.87,0.078,FAKE
2356,5,20,0,30,356,0.032,0.918,0.05,FAKE
3414,5,15,0,46,522,0.152,0.79,0.058,FAKE
1782,5,0,1,25,262,0.031,0.795,0.174,FAKE
7764,5,12,0,166,1177,0.071,0.788,0.141,REAL
4239,5,22,0,63,651,0.111,0.738,0.151,REAL
5654,5,70,0,81,915,0.051,0.882,0.068,REAL
3399,5,20,0,47,529,0.076,0.843,0.081,FAKE
2165,5,20,0,24,340,0.085,0.883,0.032,REAL
2270,5,63,0,32,355,0.02,0.882,0.098,REAL
2491,4,26,0,24,432,0.215,0.734,0.051,FAKE
1892,5,4,2,19,292,0.039,0.904,0.058,FAKE
6312,5,34,1,103,1024,0.073,0.809,0.119,FAKE
3370,5,25,0,37,529,0.11,0.813,0.077,REAL
2748,5,2,4,32,452,0.029,0.89,0.082,FAKE
501,5,8,0,2,77,0.091,0.875,0.034,FAKE
7581,5,45,0,137,1195,0.087,0.831,0.082,FAKE
63,5,0,0,1,10,0.169,0.615,0.215,REAL
94257,5,1101,0,1242,15199,0.117,0.813,0.07,FAKE
155,5,0,0,0,23,0,1,0,REAL
8277,4,81,2,132,1400,0.027,0.856,0.116,FAKE
6769,5,35,0,107,1039,0.055,0.886,0.058,REAL
4972,5,30,0,70,809,0.065,0.81,0.125,REAL
2775,4,20,0,42,462,0.064,0.869,0.067,REAL
5537,5,45,0,65,898,0.053,0.785,0.162,REAL
22370,4,44,0,429,3911,0.094,0.799,0.107,REAL
6242,5,7,0,98,997,0.117,0.787,0.095,REAL
1672,4,10,0,33,296,0.009,0.863,0.127,FAKE
2370,5,12,0,32,366,0.014,0.943,0.044,REAL
7556,4,58,0,100,1256,0.065,0.883,0.052,FAKE
7593,5,52,0,106,1179,0.168,0.769,0.063,FAKE
5472,5,4,0,97,896,0.14,0.744,0.116,REAL
774,5,2,0,8,123,0.179,0.764,0.057,REAL
5705,5,54,0,80,902,0.072,0.824,0.105,REAL
2990,5,10,0,33,477,0.141,0.78,0.078,FAKE
1212,4,31,1,17,214,0.026,0.905,0.069,FAKE
2537,5,20,2,34,388,0.058,0.928,0.014,FAKE
3267,5,12,0,62,540,0.033,0.825,0.142,FAKE
5896,4,24,0,106,984,0.077,0.814,0.109,REAL
3585,5,0,0,64,537,0.224,0.709,0.067,FAKE
1242,5,7,0,14,196,0.013,0.933,0.054,FAKE
6316,5,14,0,82,985,0.087,0.804,0.11,REAL
3046,4,2,0,33,557,0.12,0.815,0.065,REAL
2129,5,14,0,34,342,0.075,0.85,0.075,REAL
3925,4,20,0,43,657,0.146,0.77,0.084,FAKE
4459,5,9,0,74,701,0.155,0.751,0.095,FAKE
2060,4,11,0,17,345,0.088,0.863,0.049,FAKE
1761,5,10,4,30,279,0,0.871,0.129,FAKE
3513,5,57,0,56,533,0.14,0.691,0.169,FAKE
395,5,7,0,7,61,0,0.826,0.174,FAKE
1932,4,70,0,20,329,0.08,0.87,0.05,FAKE
2823,5,8,0,34,460,0.121,0.83,0.049,REAL
3270,4,26,0,39,550,0.074,0.884,0.042,REAL
1016,5,10,3,12,162,0,0.738,0.262,FAKE
8883,4,30,0,119,1510,0.058,0.853,0.089,FAKE
9419,5,7,5,86,1528,0.058,0.845,0.097,REAL
4629,5,0,0,101,681,0.118,0.782,0.1,FAKE
7507,5,32,0,88,1222,0.09,0.836,0.074,REAL
7642,5,27,0,79,1237,0.032,0.842,0.126,REAL
8220,5,24,1,115,1345,0.039,0.813,0.148,REAL
2724,4,21,5,42,483,0.1,0.715,0.185,FAKE
3847,4,9,0,46,650,0.085,0.844,0.072,FAKE
3039,4,29,0,23,516,0.065,0.866,0.07,FAKE
17594,4,137,1,267,2956,0.136,0.785,0.08,FAKE
14177,4,55,9,196,2429,0.114,0.83,0.056,REAL
2855,5,8,2,40,448,0.043,0.872,0.085,REAL
117,5,0,0,2,17,0.216,0.784,0,REAL
12752,4,41,0,159,2214,0.167,0.732,0.101,REAL
25223,5,222,11,332,4116,0.121,0.782,0.098,FAKE
4419,5,34,0,59,726,0.034,0.907,0.059,FAKE
8393,5,47,3,118,1356,0.036,0.882,0.082,REAL
288,4,10,0,2,54,0.1,0.851,0.048,FAKE
1797,5,5,1,24,297,0.04,0.736,0.225,FAKE
4793,5,80,0,64,757,0.053,0.922,0.025,FAKE
4693,5,46,0,67,764,0.145,0.803,0.052,REAL
2370,5,12,0,31,379,0.093,0.814,0.093,REAL
2367,4,19,2,16,396,0.065,0.842,0.093,FAKE
1712,5,8,0,17,268,0.077,0.879,0.044,FAKE
7112,5,46,0,88,1101,0.034,0.877,0.089,FAKE
12993,5,65,11,208,1999,0.066,0.879,0.055,REAL
2137,4,22,1,21,362,0.162,0.79,0.049,FAKE
5021,5,22,0,54,775,0.093,0.841,0.067,REAL
395,5,0,0,4,61,0.062,0.938,0,FAKE
12923,4,14,0,184,2159,0.155,0.764,0.081,REAL
1945,5,9,0,24,318,0.097,0.849,0.054,FAKE
5958,4,32,0,67,1035,0.095,0.846,0.059,FAKE
4280,5,9,0,54,691,0.102,0.795,0.102,REAL
1893,4,22,0,21,329,0.025,0.872,0.103,REAL
6653,5,14,0,99,1104,0.066,0.815,0.118,REAL
5499,4,13,0,57,963,0.101,0.844,0.055,REAL
9368,5,57,0,91,1552,0.115,0.796,0.089,REAL
618,5,14,0,7,94,0,0.731,0.269,FAKE
2855,4,27,0,32,483,0.049,0.85,0.1,REAL
3813,4,8,0,68,641,0.094,0.815,0.092,FAKE
2935,4,8,0,38,492,0.051,0.897,0.052,FAKE
15194,4,107,0,201,2564,0.13,0.795,0.075,REAL
2135,5,2,0,28,340,0.097,0.834,0.068,FAKE
8390,5,20,0,112,1334,0.087,0.848,0.065,REAL
2146,4,15,0,23,360,0.136,0.827,0.038,REAL
10303,5,64,1,144,1661,0.072,0.822,0.105,REAL
1142,5,19,0,13,187,0.098,0.822,0.081,REAL
2156,5,9,0,28,328,0.031,0.904,0.064,FAKE
6680,4,22,0,91,1115,0.087,0.814,0.099,REAL
3662,4,8,2,34,614,0.095,0.813,0.093,FAKE
5434,5,28,0,76,881,0.096,0.807,0.097,REAL
4170,5,23,0,67,679,0.061,0.854,0.085,REAL
1837,5,11,0,26,296,0.039,0.878,0.083,REAL
3067,4,6,1,47,543,0.128,0.7,0.172,FAKE
5104,5,34,2,71,819,0.16,0.749,0.091,FAKE
5239,5,105,1,84,776,0.005,0.891,0.104,FAKE
7230,5,7,0,111,1177,0.111,0.803,0.086,REAL
5380,5,10,0,110,849,0.031,0.853,0.116,FAKE
6878,5,64,0,102,1099,0.039,0.815,0.145,REAL
2125,4,0,0,33,381,0.079,0.761,0.161,FAKE
103,4,8,0,0,20,0,1,0,REAL
664,5,14,0,8,107,0,0.978,0.022,REAL
1305,5,5,0,23,205,0.063,0.896,0.041,FAKE
769,4,3,0,7,130,0.164,0.826,0.01,REAL
6593,5,51,1,74,1071,0.131,0.812,0.058,REAL
10111,5,71,7,151,1665,0.131,0.715,0.155,FAKE
2406,5,8,2,29,394,0.122,0.791,0.087,FAKE
8070,5,19,0,90,1278,0.097,0.818,0.085,REAL
900,4,30,0,13,150,0.184,0.755,0.06,FAKE
6863,5,51,2,93,1135,0.162,0.689,0.15,FAKE
4408,4,7,0,62,736,0.147,0.761,0.092,FAKE
4773,5,54,0,51,744,0.012,0.959,0.029,FAKE
1598,5,39,0,15,265,0.071,0.881,0.048,FAKE
3610,4,11,1,39,627,0.067,0.822,0.111,FAKE
3450,5,51,0,49,530,0.022,0.87,0.107,FAKE
4675,5,74,0,56,719,0.056,0.889,0.055,FAKE
2097,5,19,0,25,342,0.12,0.816,0.064,FAKE
2234,5,4,0,33,369,0.084,0.845,0.071,REAL
5788,5,49,0,57,943,0.103,0.845,0.053,REAL
1192,4,0,0,14,211,0.083,0.838,0.079,FAKE
28646,5,417,2,412,4667,0.106,0.791,0.103,REAL
1937,4,2,0,19,336,0.067,0.826,0.106,REAL
6683,5,36,0,93,1086,0.054,0.869,0.077,REAL
3980,5,19,0,60,627,0.057,0.823,0.12,REAL
538,5,7,0,4,89,0,0.916,0.084,FAKE
5073,5,8,1,79,811,0.121,0.798,0.082,REAL
4573,5,15,0,86,689,0.093,0.812,0.095,REAL
3899,4,13,0,61,654,0.068,0.834,0.099,FAKE
5081,4,11,0,83,853,0.077,0.842,0.081,REAL
6568,5,44,4,93,1049,0.062,0.885,0.053,FAKE
4546,5,18,0,47,753,0.144,0.823,0.033,REAL
3425,5,13,0,45,553,0.142,0.811,0.047,REAL
7520,5,31,0,119,1247,0.091,0.764,0.145,REAL
1941,5,22,2,29,313,0.077,0.857,0.066,FAKE
4518,5,25,0,45,734,0.049,0.895,0.055,REAL
6476,5,19,0,151,1021,0.073,0.774,0.153,FAKE
3860,5,35,1,59,585,0.098,0.823,0.079,REAL
7211,4,21,1,61,1206,0.07,0.856,0.074,REAL
547,5,0,0,10,86,0.165,0.782,0.053,REAL
819,4,8,2,11,137,0,0.974,0.026,FAKE
6888,4,148,0,94,1177,0.056,0.814,0.13,REAL
4661,5,66,0,73,766,0.077,0.798,0.125,REAL
5882,5,19,0,65,947,0.053,0.897,0.049,REAL
798,5,2,0,12,120,0.114,0.708,0.178,REAL
1692,5,1,12,24,276,0.172,0.795,0.034,FAKE
418,5,5,0,6,66,0,0.953,0.047,REAL
8811,5,26,0,169,1408,0.079,0.782,0.139,REAL
3126,5,6,0,36,497,0.072,0.848,0.08,REAL
5983,5,9,0,88,970,0.081,0.851,0.068,REAL
3186,5,32,1,26,515,0.077,0.863,0.059,FAKE
2064,5,10,0,34,326,0.018,0.884,0.098,REAL
9013,4,65,0,104,1522,0.086,0.806,0.108,FAKE
7456,4,15,0,95,1245,0.147,0.782,0.071,REAL
9212,5,339,0,112,1417,0.099,0.832,0.069,FAKE
4676,5,40,0,66,774,0.043,0.93,0.026,FAKE
24921,4,36,2,335,4169,0.122,0.744,0.133,REAL
5176,4,0,0,91,873,0.085,0.794,0.12,REAL
10627,5,38,0,138,1666,0.105,0.842,0.053,FAKE
2894,5,13,0,44,478,0.079,0.864,0.056,FAKE
5125,5,24,1,45,836,0.104,0.781,0.115,REAL
9725,5,98,0,107,1592,0.165,0.765,0.07,REAL
3503,4,37,0,49,605,0.134,0.807,0.059,FAKE
6099,5,9,0,75,904,0.077,0.873,0.05,FAKE
2406,4,2,1,40,407,0.124,0.795,0.081,FAKE
2197,4,12,0,30,383,0.079,0.865,0.057,FAKE
3448,5,58,0,31,532,0.028,0.87,0.102,FAKE
149,4,0,0,1,25,0,0.886,0.114,FAKE
2421,5,0,0,30,394,0.061,0.843,0.096,FAKE
20394,5,78,2,270,3251,0.082,0.84,0.079,REAL
2594,4,28,1,19,433,0.014,0.914,0.073,REAL
2430,4,11,0,28,404,0.12,0.816,0.064,REAL
2109,4,8,0,30,361,0.035,0.85,0.114,FAKE
41612,5,208,1,655,6739,0.098,0.795,0.106,REAL
6963,5,2,0,78,1116,0.087,0.748,0.165,REAL
7139,4,36,0,123,1198,0.147,0.761,0.092,FAKE
10694,4,5,0,140,1814,0.13,0.758,0.111,REAL
859,5,10,0,10,141,0.12,0.793,0.087,FAKE
2927,5,95,0,27,469,0.109,0.812,0.078,FAKE
3672,5,54,0,43,593,0.043,0.898,0.059,FAKE
2098,4,13,0,37,351,0.075,0.821,0.104,FAKE
2306,4,3,0,30,390,0.053,0.842,0.105,FAKE
5408,5,36,0,74,861,0.104,0.755,0.14,REAL
5939,5,8,0,93,969,0.076,0.782,0.143,FAKE
4835,5,11,0,97,701,0.038,0.853,0.109,FAKE
418,4,1,0,5,81,0.155,0.766,0.079,FAKE
4937,5,32,0,51,813,0.098,0.846,0.056,REAL
1045,5,17,0,15,171,0.08,0.814,0.106,FAKE
9082,5,22,0,139,1424,0.112,0.76,0.128,REAL
4701,5,11,0,68,769,0.068,0.83,0.102,REAL
9614,5,23,0,139,1548,0.039,0.871,0.09,REAL
117,5,0,0,2,17,0.216,0.784,0,REAL
9736,5,66,0,158,1615,0.093,0.845,0.062,FAKE
1153,5,12,0,18,187,0.151,0.829,0.021,FAKE
8899,5,42,1,123,1466,0.076,0.806,0.119,REAL
1819,5,6,0,28,268,0.051,0.838,0.111,FAKE
149,4,8,0,2,26,0.13,0.87,0,FAKE
3242,5,35,0,42,527,0.019,0.907,0.073,FAKE
9987,5,10,2,145,1572,0.084,0.811,0.105,FAKE
2205,4,6,1,28,371,0.11,0.828,0.062,FAKE
6062,4,14,0,67,1014,0.175,0.698,0.127,FAKE
14001,5,83,1,229,2255,0.114,0.777,0.109,FAKE
4318,4,31,0,39,733,0.047,0.82,0.133,REAL
5379,5,8,1,60,818,0.097,0.864,0.039,REAL
4784,5,21,0,70,737,0.086,0.844,0.07,REAL
1925,5,28,0,27,309,0.02,0.893,0.087,FAKE
1572,5,10,0,20,249,0.063,0.864,0.073,FAKE
1733,4,2,0,34,289,0.091,0.754,0.155,FAKE
6625,5,41,0,94,1077,0.033,0.874,0.093,FAKE
1887,4,5,0,13,316,0.121,0.826,0.053,FAKE
9841,5,39,0,151,1615,0.117,0.771,0.113,REAL
20998,4,47,0,340,3519,0.149,0.734,0.117,FAKE
4885,5,24,0,73,772,0.019,0.905,0.076,FAKE
6300,5,21,0,63,978,0.059,0.854,0.087,FAKE
3839,4,20,1,51,646,0.075,0.849,0.077,REAL
14400,5,84,1,183,2262,0.097,0.815,0.088,REAL
905,4,23,2,11,167,0.035,0.854,0.111,FAKE
4915,4,27,0,45,851,0.053,0.846,0.101,REAL
7036,5,61,0,119,1076,0.039,0.843,0.118,REAL
15639,5,20,1,231,2473,0.11,0.78,0.11,FAKE
1587,4,14,0,12,269,0.164,0.81,0.026,FAKE
425,4,6,3,1,42,0,0.901,0.099,FAKE
5405,5,0,1,91,864,0.061,0.831,0.108,REAL
4499,5,62,0,61,728,0.099,0.869,0.032,FAKE
5549,4,27,0,68,949,0.068,0.792,0.14,REAL
1777,4,19,2,20,297,0.121,0.763,0.116,FAKE
4778,5,52,0,75,730,0.028,0.894,0.078,FAKE
1757,4,40,0,32,312,0.13,0.771,0.099,FAKE
4071,4,27,0,43,700,0.064,0.88,0.055,REAL
329,6,6,0,10,45,0.048,0.871,0.081,FAKE
6276,4,40,1,89,1049,0.037,0.853,0.11,REAL
83,3,0,0,2,17,0.298,0.558,0.144,REAL
1173,5,8,0,12,167,0,0.915,0.085,FAKE
4861,5,86,1,65,748,0.075,0.81,0.115,FAKE
1574,5,11,0,19,236,0.073,0.882,0.045,FAKE
12250,4,53,1,169,2080,0.147,0.765,0.088,FAKE
51,4,0,0,0,10,0.211,0.789,0,REAL
8422,5,20,0,100,1335,0.182,0.769,0.049,REAL
2160,5,16,0,21,324,0.038,0.88,0.081,REAL
1716,5,6,0,31,259,0.081,0.833,0.086,FAKE
8369,5,4,0,103,1339,0.058,0.875,0.066,REAL
4862,5,18,0,70,774,0.034,0.909,0.057,REAL
100,4,0,0,3,18,0.227,0.773,0,REAL
117,5,0,0,2,17,0.216,0.784,0,REAL
3967,4,14,0,40,666,0.068,0.849,0.084,REAL
7655,5,10,1,97,1215,0.117,0.777,0.107,REAL
10238,4,55,0,168,1701,0.174,0.756,0.07,FAKE
9509,5,18,0,171,1514,0.09,0.842,0.068,REAL
407,5,18,0,7,59,0.13,0.777,0.092,FAKE
8816,5,39,1,119,1385,0.073,0.789,0.139,FAKE
296,4,0,0,3,54,0.062,0.898,0.04,REAL
8961,4,69,0,88,1494,0.095,0.84,0.064,REAL
2366,5,6,0,26,378,0.034,0.868,0.098,FAKE
417,4,8,0,3,71,0.153,0.805,0.042,FAKE
9158,5,17,0,138,1337,0.028,0.851,0.122,REAL
8121,5,24,0,137,1304,0.158,0.739,0.102,FAKE
5021,4,4,0,87,839,0.046,0.809,0.145,FAKE
4451,5,28,0,61,728,0.03,0.914,0.056,REAL
4747,5,32,0,90,773,0.064,0.835,0.101,FAKE
2774,5,41,0,30,448,0.018,0.923,0.059,REAL
21196,5,88,4,293,3420,0.069,0.842,0.088,FAKE
5786,5,14,7,80,953,0.077,0.806,0.117,FAKE
5579,5,5,0,77,876,0.165,0.732,0.103,REAL
4943,5,35,1,64,776,0.112,0.833,0.055,FAKE
4005,5,0,1,57,655,0.088,0.866,0.046,REAL
474,5,9,0,5,68,0.081,0.834,0.084,FAKE
1448,5,114,0,20,236,0.08,0.885,0.035,FAKE
4290,5,10,0,53,681,0.1,0.786,0.114,FAKE
2181,4,5,0,33,366,0.061,0.824,0.115,FAKE
7175,5,21,0,101,1183,0.109,0.831,0.061,REAL
3499,5,31,1,58,544,0.058,0.821,0.121,FAKE
5527,5,19,1,87,893,0.061,0.863,0.076,REAL
2704,4,10,0,32,453,0.042,0.832,0.125,REAL
4793,12,219,1,85,352,0.045,0.936,0.018,FAKE
2905,5,35,0,33,467,0.116,0.831,0.054,FAKE
19542,4,666,0,255,3272,0.101,0.864,0.035,REAL
2193,5,11,0,16,350,0.056,0.843,0.101,FAKE
101,4,0,0,1,18,0,1,0,REAL
10561,4,28,6,180,1771,0.097,0.8,0.103,FAKE
12316,4,62,1,144,2191,0.068,0.855,0.077,FAKE
860,4,15,1,9,149,0.047,0.863,0.091,FAKE
6125,5,74,0,91,980,0.147,0.787,0.066,REAL
1777,5,5,0,39,269,0.047,0.794,0.159,FAKE
2545,5,38,0,31,420,0.091,0.836,0.073,FAKE
4433,4,13,0,64,745,0.142,0.786,0.072,FAKE
5836,5,18,0,104,918,0.083,0.796,0.121,REAL
195,4,0,0,2,36,0,0.961,0.039,FAKE
5214,5,36,0,63,842,0.071,0.872,0.056,FAKE
11304,5,21,0,140,1828,0.082,0.812,0.107,FAKE
134,4,0,0,2,25,0,0.93,0.07,REAL
3705,4,4,1,64,625,0.017,0.791,0.192,FAKE
17458,5,20,0,290,2802,0.078,0.846,0.076,FAKE
1642,5,23,0,30,263,0.071,0.839,0.09,REAL
54,5,0,0,0,9,0,1,0,REAL
4135,4,22,0,37,709,0.013,0.941,0.045,REAL
187,5,3,0,3,28,0,1,0,FAKE
2413,5,7,0,34,366,0.034,0.94,0.026,FAKE
4236,5,12,0,92,631,0.182,0.736,0.082,FAKE
956,5,4,0,8,153,0.038,0.962,0,REAL
2599,4,1,0,34,452,0.134,0.725,0.141,FAKE
3665,5,38,0,52,588,0.136,0.817,0.047,FAKE
7976,4,19,0,133,1336,0.095,0.817,0.089,REAL
5382,5,11,0,63,866,0.04,0.868,0.092,REAL
3550,4,9,0,56,644,0.045,0.79,0.165,FAKE
1803,5,7,0,30,293,0.142,0.765,0.093,FAKE
2711,5,0,0,47,416,0.067,0.823,0.11,REAL
3638,5,19,0,47,588,0.073,0.797,0.13,FAKE
1790,5,6,0,22,268,0.044,0.884,0.072,FAKE
1498,5,2,0,22,244,0.006,0.898,0.096,FAKE
2040,4,1,2,32,375,0.089,0.806,0.106,FAKE
4480,5,39,0,75,717,0.03,0.886,0.085,FAKE
1268,5,10,0,23,203,0.182,0.763,0.056,FAKE
4507,4,64,0,57,777,0.139,0.792,0.069,REAL
83,3,0,0,2,17,0.298,0.558,0.144,REAL
9099,4,32,0,95,1531,0.076,0.742,0.182,FAKE
527,5,6,0,11,86,0.052,0.933,0.015,REAL
1776,4,17,3,16,315,0.082,0.812,0.106,FAKE
3374,5,25,0,38,550,0.037,0.918,0.044,REAL
2558,5,76,2,39,420,0.034,0.823,0.143,FAKE
2895,4,6,0,32,502,0.108,0.846,0.046,FAKE
3454,5,19,0,36,500,0.107,0.862,0.031,REAL
1994,5,35,0,19,305,0.007,0.887,0.105,REAL
7332,5,53,0,120,1147,0.09,0.845,0.065,REAL
13009,4,75,2,181,2242,0.078,0.797,0.125,FAKE
4188,5,45,1,58,638,0.054,0.849,0.097,FAKE
146,4,0,0,3,25,0,1,0,FAKE
3910,5,53,0,89,566,0.013,0.933,0.054,REAL
547,5,4,0,7,84,0.067,0.884,0.049,FAKE
3280,5,13,0,44,526,0.081,0.824,0.095,FAKE
649,5,11,0,14,98,0.05,0.77,0.179,FAKE
3132,5,103,0,36,493,0.046,0.877,0.077,FAKE
2115,4,0,0,31,369,0.067,0.793,0.14,FAKE
3261,4,46,0,34,543,0.079,0.868,0.052,FAKE
794,5,14,0,13,126,0.077,0.89,0.033,FAKE
1301,5,33,4,11,167,0,0.908,0.092,FAKE
2335,4,6,0,27,399,0.074,0.859,0.067,FAKE
4733,5,66,0,70,753,0.06,0.866,0.074,REAL
6326,5,8,0,110,994,0.118,0.739,0.144,FAKE
7919,5,21,0,101,1313,0.064,0.866,0.07,REAL
4365,5,45,0,70,664,0.073,0.815,0.113,REAL
4795,5,9,0,45,776,0.048,0.925,0.027,REAL
5835,4,8,1,95,1004,0.035,0.787,0.178,FAKE
4599,5,16,0,68,752,0.091,0.827,0.082,REAL
